,duracion_estadia,genero,edad,ninos,tipo_acomodacion,COL,ES,IT,NL,PE,UK,US
3269,2,1,37,1,1,0,0,0,0,0,1,0
3270,6,1,40,1,1,0,1,0,0,0,0,0
3271,7,0,40,0,1,0,1,0,0,0,0,0
3272,5,1,43,0,1,0,0,0,0,1,0,0
3273,4,0,45,1,1,0,0,0,0,0,0,0
3274,5,1,38,1,1,0,0,0,0,1,0,0
3275,5,1,43,1,0,0,1,0,0,0,0,0
3277,3,0,40,1,1,0,0,0,0,0,1,0
3278,5,0,35,1,0,0,0,0,0,0,0,0
3279,4,1,36,0,0,0,0,1,0,0,0,0
3280,5,1,42,0,1,1,0,0,0,0,0,0
3281,6,0,43,1,1,0,0,0,1,0,0,0
3282,2,0,45,0,0,0,0,0,0,1,0,0
3283,3,1,43,0,1,0,0,0,0,0,1,0
3284,3,0,46,1,1,0,0,0,1,0,0,0
3285,6,0,45,0,1,0,0,0,0,0,0,0
3286,4,0,34,0,1,1,0,0,0,0,0,0
3287,5,0,45,1,1,0,0,1,0,0,0,0
3288,4,1,37,0,0,0,0,0,0,1,0,0
3289,3,1,40,1,0,0,0,0,0,0,0,1
3290,3,1,38,0,1,0,0,0,0,0,0,1
3291,6,0,40,0,1,1,0,0,0,0,0,0
3295,3,1,43,0,1,0,0,0,0,1,0,0
3296,2,0,42,0,1,0,0,0,0,0,1,0
3297,7,0,41,0,1,0,1,0,0,0,0,0
3298,4,0,32,0,1,0,1,0,0,0,0,0
3300,3,1,37,1,1,1,0,0,0,0,0,0
3302,3,1,43,1,0,0,0,0,1,0,0,0
3303,2,0,47,1,1,1,0,0,0,0,0,0
3304,5,1,42,0,1,0,0,0,0,0,0,0
3306,2,1,42,1,0,1,0,0,0,0,0,0
3307,5,1,36,0,0,0,1,0,0,0,0,0
3308,1,1,40,1,1,0,0,0,1,0,0,0
3309,4,1,38,1,0,0,0,0,0,0,1,0
3311,5,1,35,0,0,0,0,1,0,0,0,0
3312,3,1,45,1,0,0,0,0,0,0,0,1
3313,6,0,42,1,1,1,0,0,0,0,0,0
3314,2,1,35,1,0,0,0,0,0,0,0,0
3315,4,0,40,1,0,0,0,0,0,0,0,0
3316,2,0,36,0,1,0,0,1,0,0,0,0
3317,5,0,48,0,0,0,0,0,1,0,0,0
3319,3,1,52,1,0,0,0,0,1,0,0,0
3320,6,1,38,1,1,0,0,0,1,0,0,0
3323,2,0,44,0,0,0,0,0,0,0,0,0
3324,6,1,40,1,1,0,0,0,0,1,0,0
3326,4,0,44,0,0,0,0,0,0,1,0,0
3327,3,1,45,1,0,0,1,0,0,0,0,0
3328,4,0,37,0,1,0,0,0,0,0,0,0
3329,2,0,43,0,1,0,0,0,0,0,0,1
3331,2,1,35,1,1,0,1,0,0,0,0,0
3333,2,1,49,0,1,0,1,0,0,0,0,0
3334,7,1,37,0,0,1,0,0,0,0,0,0
3335,2,1,38,1,1,0,0,0,0,0,0,1
3336,4,1,45,1,0,1,0,0,0,0,0,0
3340,3,1,40,0,0,0,0,1,0,0,0,0
3341,4,0,37,0,1,0,1,0,0,0,0,0
3342,3,0,32,0,0,0,0,0,0,0,1,0
3343,5,0,37,1,1,0,0,0,0,0,1,0
3345,2,1,38,1,1,1,0,0,0,0,0,0
3346,4,0,32,0,1,0,0,0,0,0,1,0
3347,4,0,38,0,0,1,0,0,0,0,0,0
3348,10,1,40,1,1,0,0,0,0,0,0,0
3349,3,1,43,1,0,0,0,0,1,0,0,0
3350,7,0,39,0,1,0,0,0,0,0,0,1
3351,3,1,42,0,1,0,0,0,0,1,0,0
3352,3,0,37,0,1,0,0,0,0,1,0,0
3353,4,0,51,0,0,0,0,1,0,0,0,0
3354,4,1,38,0,1,0,0,0,0,1,0,0
3355,7,0,38,0,1,0,0,0,0,0,0,1
3356,4,1,30,1,0,0,1,0,0,0,0,0
3357,5,0,37,1,1,0,0,1,0,0,0,0
3358,2,0,45,1,1,0,0,1,0,0,0,0
3359,2,0,40,1,0,0,1,0,0,0,0,0
3360,1,0,47,1,1,0,0,0,1,0,0,0
3361,4,1,44,1,0,0,0,0,0,0,1,0
3362,5,1,40,0,0,0,0,0,0,0,0,1
3363,3,1,39,0,0,0,0,0,0,0,1,0
3365,2,0,45,0,0,0,0,0,0,0,0,1
3366,1,1,43,1,0,0,0,0,1,0,0,0
3367,3,0,41,1,1,0,0,0,0,1,0,0
3368,1,1,39,0,1,0,0,1,0,0,0,0
3370,6,1,41,0,1,1,0,0,0,0,0,0
3371,3,1,44,1,0,0,1,0,0,0,0,0
3372,2,0,42,0,0,0,0,0,0,0,1,0
3373,3,1,38,1,1,1,0,0,0,0,0,0
3374,2,1,46,0,1,0,0,0,0,0,0,1
3375,3,1,51,1,0,1,0,0,0,0,0,0
3377,5,1,37,0,0,0,0,0,1,0,0,0
3378,4,0,41,0,0,0,1,0,0,0,0,0
3379,6,1,49,1,0,0,0,0,0,1,0,0
3380,5,0,43,0,1,0,0,0,0,0,0,1
3381,2,0,41,0,0,0,0,0,0,0,1,0
3382,6,0,30,0,1,1,0,0,0,0,0,0
3383,5,1,34,0,1,1,0,0,0,0,0,0
3384,7,0,39,1,0,0,0,0,0,0,1,0
3386,6,0,42,1,1,0,0,0,0,0,0,1
3388,4,0,43,1,0,0,0,1,0,0,0,0
3389,5,0,41,1,1,1,0,0,0,0,0,0
3390,5,1,40,1,1,0,0,0,0,1,0,0
3391,5,1,29,0,1,1,0,0,0,0,0,0
3393,3,1,40,1,1,0,1,0,0,0,0,0
3395,2,0,41,0,0,0,1,0,0,0,0,0
3396,6,1,39,1,1,0,0,0,0,0,1,0
3397,9,0,46,0,0,1,0,0,0,0,0,0
3398,3,0,43,1,1,1,0,0,0,0,0,0
3399,4,1,42,0,0,1,0,0,0,0,0,0
3401,4,1,43,1,0,0,0,0,0,0,0,1
3402,2,0,41,1,1,0,0,0,1,0,0,0
3404,2,0,40,1,1,0,0,0,1,0,0,0
3405,5,0,46,0,0,0,0,0,0,0,1,0
3406,1,1,44,1,0,0,0,0,0,0,0,1
3408,3,0,40,1,0,0,0,0,1,0,0,0
3409,1,0,35,0,1,0,0,0,0,0,0,0
3411,4,0,39,0,0,1,0,0,0,0,0,0
3412,3,1,43,1,0,0,1,0,0,0,0,0
3413,1,0,42,0,0,0,1,0,0,0,0,0
3415,2,0,37,0,1,0,0,0,0,1,0,0
3416,3,1,40,0,1,0,0,0,0,1,0,0
3417,5,0,47,1,1,0,0,0,0,0,0,1
3418,3,1,40,0,1,0,0,0,0,1,0,0
3420,2,1,44,1,0,0,1,0,0,0,0,0
3421,4,1,49,1,1,0,0,0,0,0,1,0
3422,4,0,52,0,0,0,0,0,0,0,1,0
3423,4,0,46,1,1,0,0,0,0,0,0,1
3424,3,0,40,0,1,1,0,0,0,0,0,0
3425,8,1,31,0,1,0,0,0,0,0,1,0
3426,6,1,42,0,1,0,0,0,0,0,0,0
3427,3,1,37,1,1,0,0,0,0,0,1,0
3428,4,1,40,0,1,0,0,0,1,0,0,0
3429,3,0,40,1,1,0,0,0,0,1,0,0
3430,4,1,41,0,1,0,0,0,0,0,0,0
3432,3,1,36,0,0,0,0,1,0,0,0,0
3433,3,1,40,1,0,1,0,0,0,0,0,0
3434,3,1,41,1,0,0,0,0,0,0,0,1
3435,3,0,39,0,1,1,0,0,0,0,0,0
3436,4,0,32,1,0,0,0,0,0,1,0,0
3437,3,0,43,0,0,0,0,0,0,0,0,0
3439,2,0,42,0,0,0,0,0,0,0,0,0
3440,7,0,34,1,0,1,0,0,0,0,0,0
3441,4,0,42,1,1,0,0,1,0,0,0,0
3442,5,0,40,1,0,0,0,0,0,1,0,0
3446,5,1,43,0,1,0,0,0,0,0,1,0
3447,4,1,48,0,0,0,1,0,0,0,0,0
3448,8,1,40,1,0,1,0,0,0,0,0,0
3450,2,1,45,0,1,0,0,0,0,0,0,0
3453,3,1,38,1,1,0,1,0,0,0,0,0
3454,5,0,44,1,1,0,0,0,1,0,0,0
3455,7,0,34,1,0,0,1,0,0,0,0,0
3456,5,0,38,1,1,0,0,0,0,1,0,0
3457,6,1,32,1,0,0,0,0,1,0,0,0
3459,4,0,40,1,0,0,0,0,0,1,0,0
3460,4,0,41,0,0,0,0,0,1,0,0,0
3461,6,0,44,0,0,0,0,1,0,0,0,0
3462,4,0,48,1,1,0,0,0,1,0,0,0
3464,7,0,42,1,1,0,0,1,0,0,0,0
3466,8,0,44,0,0,0,0,1,0,0,0,0
3467,6,1,50,1,0,0,0,0,0,1,0,0
3472,5,0,52,0,0,1,0,0,0,0,0,0
3473,3,1,33,1,1,0,0,0,0,0,0,0
3474,8,1,34,0,0,0,0,0,0,1,0,0
3476,3,1,37,1,1,0,0,0,0,0,0,0
3477,2,0,43,0,0,0,0,0,0,0,0,1
3478,6,1,41,0,1,0,0,0,0,1,0,0
3479,6,1,40,1,1,0,0,0,0,0,0,0
3480,3,1,38,0,0,1,0,0,0,0,0,0
3481,3,0,40,1,1,0,0,1,0,0,0,0
3482,3,0,40,0,0,0,0,0,0,1,0,0
3483,7,0,36,0,1,0,0,0,0,0,1,0
3484,9,0,36,1,0,0,0,1,0,0,0,0
3485,4,1,40,1,1,0,0,0,0,0,0,1
3486,3,0,43,1,1,0,1,0,0,0,0,0
3487,2,0,48,1,1,0,1,0,0,0,0,0
3488,3,1,34,1,1,0,0,0,0,0,0,1
3489,7,0,37,1,0,0,1,0,0,0,0,0
3490,3,0,40,1,0,0,0,0,0,0,1,0
3491,2,0,34,0,1,0,1,0,0,0,0,0
3492,6,1,36,1,1,0,0,0,1,0,0,0
3493,5,0,39,1,0,0,0,1,0,0,0,0
3494,3,0,42,0,0,0,0,1,0,0,0,0
3495,3,0,49,1,1,0,1,0,0,0,0,0
3497,5,1,39,0,1,0,1,0,0,0,0,0
3498,2,1,40,0,1,0,0,0,0,0,1,0
3499,5,0,42,1,1,0,0,0,0,0,0,0
3500,4,0,34,1,0,0,0,0,0,0,0,1
3501,4,1,38,0,0,0,0,0,0,0,0,1
3502,3,0,40,0,0,0,0,1,0,0,0,0
3503,4,0,40,0,1,0,0,0,0,0,0,1
3504,2,0,52,0,0,0,0,0,1,0,0,0
3505,5,0,40,1,1,0,1,0,0,0,0,0
3506,6,1,38,1,1,0,0,1,0,0,0,0
3508,6,1,41,1,1,1,0,0,0,0,0,0
3509,3,0,24,1,0,0,0,0,0,0,0,1
3510,6,0,37,0,1,0,0,0,0,1,0,0
3511,3,1,35,1,1,0,0,0,1,0,0,0
3512,3,1,45,1,0,0,0,0,0,1,0,0
3513,2,0,44,1,1,0,0,0,1,0,0,0
3514,5,0,38,1,0,0,0,0,0,0,0,0
3515,4,0,45,0,0,1,0,0,0,0,0,0
3516,2,1,45,0,1,0,0,0,0,0,1,0
3517,3,0,47,1,1,0,0,0,1,0,0,0
3518,3,1,35,0,0,0,0,1,0,0,0,0
3519,7,0,40,0,1,0,0,1,0,0,0,0
3521,4,0,39,0,1,0,0,1,0,0,0,0
3522,3,1,40,1,1,0,0,1,0,0,0,0
3523,5,0,40,0,1,0,0,0,0,1,0,0
3526,6,0,43,1,1,0,0,0,0,0,1,0
3527,5,1,36,0,0,0,0,0,0,0,1,0
3529,4,0,42,0,0,0,0,0,0,0,0,0
3530,3,1,45,0,1,0,0,0,0,1,0,0
3532,3,1,47,1,0,1,0,0,0,0,0,0
3533,5,0,41,1,1,0,0,0,1,0,0,0
3534,2,1,44,1,0,0,1,0,0,0,0,0
3535,4,1,40,0,0,0,0,0,0,0,0,1
3537,2,0,48,1,1,0,1,0,0,0,0,0
3538,7,1,40,0,0,0,0,0,0,0,0,0
3539,3,1,52,0,1,0,0,0,1,0,0,0
3540,6,1,48,0,1,0,0,0,0,0,0,1
3541,6,1,42,0,1,0,0,1,0,0,0,0
3542,3,1,36,0,0,0,0,1,0,0,0,0
3543,2,1,39,1,1,0,0,0,0,1,0,0
3544,4,1,45,1,0,0,1,0,0,0,0,0
3545,4,0,40,0,1,1,0,0,0,0,0,0
3546,4,0,35,1,0,0,1,0,0,0,0,0
3547,1,0,48,1,1,0,0,0,1,0,0,0
3548,2,1,38,0,0,0,0,0,0,1,0,0
3549,2,1,42,1,0,0,1,0,0,0,0,0
3550,4,0,40,0,1,1,0,0,0,0,0,0
3551,2,1,37,1,1,0,0,0,0,1,0,0
3554,3,0,38,1,0,0,0,0,0,1,0,0
3555,2,1,26,1,1,0,0,1,0,0,0,0
3556,4,0,40,1,1,0,0,0,0,0,0,1
3558,8,1,38,0,0,1,0,0,0,0,0,0
3559,5,0,40,0,0,0,0,0,0,0,0,0
3560,5,1,41,1,1,0,0,0,1,0,0,0
3562,3,0,35,1,0,0,0,0,1,0,0,0
3564,3,1,41,1,0,0,0,0,0,0,0,1
3565,3,1,36,1,1,0,0,0,0,0,0,0
3566,3,0,42,1,1,0,0,0,1,0,0,0
3567,7,0,50,0,1,0,0,0,0,1,0,0
3568,6,1,44,0,1,0,0,1,0,0,0,0
3569,4,0,38,1,0,0,0,0,0,1,0,0
3570,5,1,36,0,0,0,0,0,0,1,0,0
3571,4,1,33,1,1,0,1,0,0,0,0,0
3572,3,0,40,1,0,0,0,0,0,0,0,1
3574,3,1,41,0,1,0,0,0,0,0,0,1
3576,4,1,49,0,1,0,0,0,1,0,0,0
3577,3,1,34,1,1,0,0,1,0,0,0,0
3578,4,1,41,1,1,0,0,0,0,0,1,0
3580,2,1,40,0,1,0,0,0,0,1,0,0
3581,2,0,48,0,0,0,0,0,0,1,0,0
3582,6,1,34,1,1,0,0,0,1,0,0,0
3583,4,0,35,1,1,0,0,0,0,0,0,0
3584,6,0,43,0,1,0,0,0,0,0,0,1
3585,3,1,45,1,1,1,0,0,0,0,0,0
3586,2,0,43,0,0,1,0,0,0,0,0,0
3587,7,1,45,0,1,0,0,0,0,0,0,1
3588,7,1,43,1,0,0,0,1,0,0,0,0
3589,2,0,41,0,1,0,0,0,1,0,0,0
3591,1,0,39,1,0,0,0,0,1,0,0,0
3593,7,0,43,0,0,0,0,0,0,1,0,0
3594,6,0,35,1,1,0,0,0,0,0,0,0
3595,2,0,40,0,1,0,0,0,0,0,0,0
3597,3,0,38,1,0,1,0,0,0,0,0,0
3598,3,0,49,1,1,0,0,0,0,0,0,1
3599,6,0,42,1,1,0,1,0,0,0,0,0
3600,4,0,40,0,0,0,0,0,0,0,0,0
3601,4,0,44,1,0,0,1,0,0,0,0,0
3602,4,0,44,1,1,0,0,1,0,0,0,0
3603,4,1,40,1,0,0,1,0,0,0,0,0
3605,5,0,36,0,0,0,0,0,0,0,1,0
3606,4,0,40,0,1,0,0,0,1,0,0,0
3607,3,0,47,0,0,0,0,0,0,0,1,0
3608,4,1,40,1,0,1,0,0,0,0,0,0
3609,3,0,43,0,0,0,0,0,0,0,1,0
3610,6,0,37,0,1,1,0,0,0,0,0,0
3611,4,1,41,0,1,0,0,0,0,0,0,1
3612,4,1,42,1,0,0,0,0,0,0,0,1
3615,1,1,44,1,0,1,0,0,0,0,0,0
3616,4,0,29,1,0,0,0,0,1,0,0,0
3617,3,1,37,1,1,0,0,0,0,0,1,0
3618,7,0,42,0,0,1,0,0,0,0,0,0
3619,6,1,45,1,0,0,0,0,0,0,1,0
3621,6,0,40,1,0,0,0,1,0,0,0,0
3623,3,0,42,0,0,0,0,0,0,1,0,0
3625,9,1,38,1,1,1,0,0,0,0,0,0
3626,3,1,39,1,1,0,0,0,0,0,1,0
3627,3,0,36,1,0,0,0,0,1,0,0,0
3628,5,1,40,0,0,0,0,0,0,1,0,0
3629,3,1,38,1,1,0,0,1,0,0,0,0
3631,7,1,47,1,0,0,0,0,0,0,0,1
3632,4,0,32,1,0,1,0,0,0,0,0,0
3633,3,0,35,1,0,0,0,0,1,0,0,0
3634,2,1,38,1,0,1,0,0,0,0,0,0
3635,5,1,48,1,0,0,0,0,0,1,0,0
3636,7,0,38,1,1,0,0,0,0,1,0,0
3637,7,0,41,1,1,0,0,0,0,0,0,0
3638,3,1,32,1,1,0,0,1,0,0,0,0
3639,4,0,40,0,1,0,0,0,0,0,0,0
3640,3,1,41,1,0,0,0,0,0,0,0,0
3641,3,1,42,0,1,1,0,0,0,0,0,0
3642,3,1,43,0,1,0,0,1,0,0,0,0
3643,5,1,45,0,1,0,0,0,0,0,0,1
3644,8,1,28,1,1,0,0,0,0,0,1,0
3645,5,0,39,1,1,0,0,0,0,0,0,1
3646,2,0,46,0,0,0,0,0,0,0,1,0
3647,4,1,40,1,1,0,0,0,0,0,0,1
3649,3,1,52,0,1,1,0,0,0,0,0,0
3650,5,1,47,0,1,0,0,1,0,0,0,0
3651,4,0,36,0,1,0,0,0,0,0,1,0
3652,7,0,40,0,0,0,0,0,0,0,0,1
3654,2,0,37,0,1,1,0,0,0,0,0,0
3655,5,1,48,0,1,0,0,0,0,1,0,0
3656,6,0,39,0,1,0,0,0,0,0,0,0
3657,5,1,48,1,0,0,0,0,1,0,0,0
3659,3,0,41,0,0,0,1,0,0,0,0,0
3660,4,1,36,1,1,0,0,0,0,0,0,1
3661,4,1,45,1,1,0,1,0,0,0,0,0
3662,1,0,44,1,1,0,0,0,1,0,0,0
3664,5,0,40,0,1,0,1,0,0,0,0,0
3665,1,1,40,0,0,0,0,0,0,0,0,1
3666,7,1,33,0,0,0,0,0,0,1,0,0
3669,4,1,39,0,1,0,0,0,0,0,1,0
3670,7,0,42,1,1,0,0,0,0,0,0,0
3671,2,1,41,0,1,0,1,0,0,0,0,0
3672,4,1,46,0,1,0,0,0,0,0,1,0
3674,6,0,43,0,0,0,1,0,0,0,0,0
3675,5,1,39,1,0,0,0,0,0,0,1,0
3676,3,1,39,1,1,0,0,0,1,0,0,0
3677,4,0,42,1,0,0,0,1,0,0,0,0
3678,1,0,44,0,1,0,0,0,0,0,0,0
3679,3,1,46,0,1,0,0,0,0,0,1,0
3680,4,1,39,0,0,0,0,0,1,0,0,0
3681,3,1,52,0,1,0,0,0,0,1,0,0
3682,4,1,43,0,1,0,0,0,0,0,0,1
3684,2,0,37,1,0,0,0,0,0,0,1,0
3685,7,1,35,1,1,0,0,0,0,1,0,0
3687,4,0,35,0,1,0,0,0,0,1,0,0
3688,4,1,44,1,0,1,0,0,0,0,0,0
3689,6,0,44,0,0,0,0,0,0,0,0,0
3690,4,0,46,1,1,0,1,0,0,0,0,0
3692,5,1,28,1,1,0,1,0,0,0,0,0
3693,4,1,40,1,0,0,0,1,0,0,0,0
3694,5,0,32,1,0,0,1,0,0,0,0,0
3695,6,0,31,1,0,0,0,0,0,0,1,0
3696,1,1,34,1,1,0,0,1,0,0,0,0
3697,3,1,48,0,1,0,0,0,0,0,0,0
3698,4,0,35,1,1,0,0,0,1,0,0,0
3699,6,0,44,0,0,0,0,0,1,0,0,0
3700,2,0,49,1,1,0,0,0,1,0,0,0
3701,4,1,40,1,1,0,0,1,0,0,0,0
3703,5,0,40,0,0,0,0,0,0,1,0,0
3704,5,1,36,0,0,0,0,0,0,0,0,0
3705,6,1,29,1,1,0,0,0,1,0,0,0
3706,3,1,42,1,1,0,0,0,0,0,0,1
3707,3,0,48,0,0,0,0,0,1,0,0,0
3710,5,1,38,0,0,0,0,0,0,0,1,0
3711,5,0,40,0,1,1,0,0,0,0,0,0
3712,6,0,46,1,1,0,0,0,0,0,0,1
3714,2,1,41,0,1,0,0,0,0,1,0,0
3715,2,0,53,0,0,0,1,0,0,0,0,0
3716,2,1,40,1,1,0,0,0,0,0,1,0
3717,3,1,43,1,0,0,0,0,0,0,0,1
3718,6,1,42,0,1,0,0,1,0,0,0,0
3720,4,1,33,0,0,0,1,0,0,0,0,0
3721,6,1,48,0,1,0,0,1,0,0,0,0
3722,3,1,39,0,1,0,0,1,0,0,0,0
3723,4,1,39,1,1,0,0,0,0,0,0,1
3724,2,1,41,0,1,0,1,0,0,0,0,0
3725,5,0,35,1,0,0,1,0,0,0,0,0
3726,2,1,39,1,1,0,0,0,1,0,0,0
3727,6,0,46,1,1,0,0,0,0,0,1,0
3728,5,0,37,1,0,0,0,0,1,0,0,0
3729,4,1,41,0,1,0,0,0,1,0,0,0
3731,5,1,40,1,0,0,0,0,0,0,0,1
3732,4,1,41,1,0,0,1,0,0,0,0,0
3734,4,1,40,0,0,1,0,0,0,0,0,0
3735,6,1,42,0,1,1,0,0,0,0,0,0
3736,6,0,42,0,0,0,1,0,0,0,0,0
3737,3,0,32,0,1,0,0,0,0,1,0,0
3738,4,0,37,0,1,0,0,0,0,0,0,0
3740,2,1,37,1,1,1,0,0,0,0,0,0
3741,4,1,35,0,0,0,0,0,0,0,1,0
3742,6,0,39,0,1,1,0,0,0,0,0,0
3743,4,0,50,1,0,1,0,0,0,0,0,0
3744,3,0,40,0,1,0,0,0,0,0,1,0
3745,5,0,48,0,1,0,0,1,0,0,0,0
3746,3,0,36,1,0,0,0,0,0,0,0,0
3747,6,0,32,1,0,0,0,0,0,0,0,1
3748,4,1,46,1,0,1,0,0,0,0,0,0
3749,7,0,49,0,1,1,0,0,0,0,0,0
3750,5,0,40,0,0,0,0,0,1,0,0,0
3751,3,0,43,0,0,0,0,0,0,1,0,0
3752,5,1,43,0,1,1,0,0,0,0,0,0
3753,3,1,38,0,0,0,0,1,0,0,0,0
3754,6,0,38,0,1,0,0,0,0,0,1,0
3757,4,1,43,1,0,0,0,0,1,0,0,0
3758,6,1,38,1,1,0,0,1,0,0,0,0
3759,1,1,40,0,0,0,0,0,0,0,0,0
3760,1,1,44,0,1,0,0,0,0,0,1,0
3761,5,0,44,0,0,0,0,0,1,0,0,0
3763,2,0,36,0,1,0,0,0,1,0,0,0
3764,7,1,41,0,1,0,0,0,0,1,0,0
3765,3,1,49,1,0,0,0,1,0,0,0,0
3766,3,0,32,1,0,0,1,0,0,0,0,0
3768,4,0,38,1,1,0,0,0,0,0,1,0
3769,4,1,35,0,0,0,0,0,0,1,0,0
3771,3,0,32,1,1,0,0,0,1,0,0,0
3772,5,0,40,1,0,0,1,0,0,0,0,0
3773,4,0,36,1,1,0,0,1,0,0,0,0
3774,1,0,43,1,1,0,0,0,0,0,0,1
3775,4,0,40,1,1,0,0,0,0,0,0,0
3776,1,0,38,0,0,0,1,0,0,0,0,0
3777,2,1,47,1,0,0,0,0,0,0,0,1
3779,6,1,40,1,0,0,0,0,0,0,1,0
3780,1,0,30,0,1,0,0,1,0,0,0,0
3782,5,1,40,1,1,1,0,0,0,0,0,0
3783,3,1,50,0,1,0,0,0,0,0,1,0
3784,2,0,40,1,0,0,0,0,1,0,0,0
3785,5,1,40,0,0,0,0,0,0,0,0,0
3786,4,1,40,1,1,0,0,0,0,0,0,0
3787,4,1,40,1,1,0,0,0,1,0,0,0
3788,4,0,43,1,1,0,0,1,0,0,0,0
3789,2,0,50,1,1,0,1,0,0,0,0,0
3790,1,1,37,1,0,0,1,0,0,0,0,0
3792,4,0,35,0,0,0,1,0,0,0,0,0
3794,3,0,32,0,1,0,0,0,0,0,0,1
3795,6,1,36,0,0,0,0,0,0,0,1,0
3796,3,1,49,1,0,0,0,0,0,0,0,1
3798,3,0,39,1,0,0,0,0,1,0,0,0
3801,4,1,39,1,1,0,1,0,0,0,0,0
3802,3,0,33,0,1,0,0,1,0,0,0,0
3803,3,0,36,0,1,0,0,0,1,0,0,0
3804,3,1,25,1,1,0,0,0,1,0,0,0
3806,3,1,35,0,0,0,0,0,0,0,1,0
3807,2,0,38,1,0,1,0,0,0,0,0,0
3808,3,1,40,0,1,0,0,0,0,0,1,0
3809,6,0,34,0,1,0,0,0,0,0,0,1
3810,2,1,37,1,1,0,1,0,0,0,0,0
3811,3,0,47,0,0,0,0,0,0,0,0,0
3812,4,0,40,1,0,0,0,1,0,0,0,0
3815,5,0,40,0,0,0,0,0,0,1,0,0
3817,3,0,39,0,1,0,0,0,0,0,0,1
3818,2,0,40,0,1,0,0,1,0,0,0,0
3819,3,0,26,0,0,1,0,0,0,0,0,0
3822,3,0,46,0,0,0,0,0,0,0,0,0
3823,5,1,40,0,1,0,0,0,0,0,0,0
3824,3,1,40,1,1,1,0,0,0,0,0,0
3825,1,1,40,1,1,0,0,0,1,0,0,0
3827,5,0,33,1,0,0,0,0,0,0,1,0
3828,3,1,36,1,1,0,0,0,0,1,0,0
3830,2,0,30,1,1,0,0,0,1,0,0,0
3831,6,0,42,1,1,0,0,1,0,0,0,0
3832,1,0,38,1,0,0,0,0,0,0,0,0
3833,4,0,35,1,0,1,0,0,0,0,0,0
3834,6,1,31,1,1,0,0,0,0,0,0,1
3835,2,1,46,0,1,0,0,0,0,1,0,0
3837,1,1,41,0,1,0,0,0,0,0,1,0
3838,4,1,40,0,1,1,0,0,0,0,0,0
3841,6,0,51,1,1,1,0,0,0,0,0,0
3842,4,1,40,1,1,0,0,0,0,0,1,0
3843,4,1,44,0,1,1,0,0,0,0,0,0
3844,4,0,41,1,1,1,0,0,0,0,0,0
3845,3,0,39,1,0,0,1,0,0,0,0,0
3846,6,0,42,0,1,0,1,0,0,0,0,0
3847,6,1,32,1,1,0,0,0,0,0,0,0
3851,4,0,38,0,1,0,1,0,0,0,0,0
3853,4,0,35,1,0,0,0,0,1,0,0,0
3854,4,1,41,0,1,0,0,0,0,0,1,0
3855,5,1,47,1,1,0,0,0,0,0,0,0
3856,4,1,41,0,1,0,0,0,0,1,0,0
3857,4,0,38,0,1,0,0,0,1,0,0,0
3858,5,1,42,1,0,0,0,0,0,0,1,0
3859,7,0,41,1,1,0,0,0,0,0,1,0
3860,2,1,38,1,1,0,0,0,0,0,0,1
3861,7,0,34,1,1,0,0,0,0,0,0,1
3862,5,1,40,1,0,0,0,0,0,0,0,1
3863,5,1,34,1,1,0,0,0,0,0,1,0
3864,7,1,45,0,0,1,0,0,0,0,0,0
3865,2,1,41,0,1,0,0,0,0,0,1,0
3866,3,1,43,1,0,0,1,0,0,0,0,0
3867,7,0,36,1,0,0,1,0,0,0,0,0
3869,6,0,37,0,1,0,1,0,0,0,0,0
3871,2,1,38,1,1,0,0,1,0,0,0,0
3872,4,1,39,1,0,0,0,0,0,0,0,0
3873,5,0,47,1,1,0,0,0,0,1,0,0
3874,6,1,40,0,0,1,0,0,0,0,0,0
3875,7,1,35,0,1,1,0,0,0,0,0,0
3876,3,0,46,1,1,0,0,0,0,0,1,0
3877,2,0,40,0,1,0,0,1,0,0,0,0
3879,6,1,53,0,1,0,0,0,1,0,0,0
3880,2,0,37,1,0,0,1,0,0,0,0,0
3881,3,0,40,0,1,0,0,0,0,0,0,0
3882,3,0,39,0,1,0,1,0,0,0,0,0
3883,4,1,41,0,1,0,0,1,0,0,0,0
3884,1,1,51,0,1,0,0,0,0,0,0,1
3885,8,1,48,1,0,0,1,0,0,0,0,0
3886,3,0,36,1,1,0,0,0,0,0,0,0
3887,3,1,40,1,1,0,0,0,0,0,0,1
3888,7,0,37,1,1,0,0,0,1,0,0,0
3889,6,0,40,1,0,0,0,0,0,1,0,0
3890,3,0,38,0,1,0,0,0,0,0,0,0
3892,4,1,39,0,1,0,0,0,1,0,0,0
3893,6,0,40,0,0,0,0,0,0,0,0,0
3894,2,0,38,0,1,0,1,0,0,0,0,0
3895,4,0,41,1,1,0,0,0,1,0,0,0
3896,2,0,37,1,0,0,0,0,1,0,0,0
3897,4,0,41,1,1,0,0,1,0,0,0,0
3898,4,1,30,1,1,0,0,0,0,0,0,0
3900,4,1,36,0,1,0,0,1,0,0,0,0
3901,3,0,37,1,1,0,0,0,0,0,1,0
3902,6,0,39,0,1,1,0,0,0,0,0,0
3903,6,0,40,1,0,0,0,0,1,0,0,0
3906,4,0,41,0,0,1,0,0,0,0,0,0
3907,4,0,33,0,1,0,0,1,0,0,0,0
3908,3,0,43,0,1,0,1,0,0,0,0,0
3909,4,0,34,0,1,0,0,1,0,0,0,0
